,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,SOURCE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySkyConditions,HourlySeaLevelPressure,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,Sunrise,Sunset,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,AWND,CDSD,CLDD,DSNW,HDSD,HTDD,DYTS,DYHF,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,REM,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,WindEquipmentChangeDate
0,40798099999,2023-01-01T00:21:00,32.297222,50.842222,2049.17,"SHAHRE KORD, IR",FM-15,4,30.36,14,19,,,,,79.0,,,,6.15,,330,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET047METAR OIFS 312051Z 33008KT CAVOK M07/M10 Q1028=,,,,,,,,,,
0,40827099999,2023-01-01T00:30:00,31.5333333,60.0333333,1211.0,"NEHBANDAN, IR",FM-12,4,,26,40,,,0.02,6.0,57.0,BKN:05,30.3,26.29,9.32,34.0,30,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN06440827 42965 60301 10044 21034 38903 40261 56007 85038 333 70000=,,,,,,,,,,
0,40782699999,2023-01-01T06:30:00,36.635833,53.193611,10.66,"SARI DASHT E NAZ, IR",FM-15,4,30.45,30,32,,,,,93.0,,,,6.15,,170,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET046METAR OINZ 010300Z 17004KT CAVOK 00/M01 Q1031=,,,,,,,,,,
0,40809099999,2023-01-01T00:30:00,32.898056,59.266111,1509.36,"BIRJAND, IR",FM-12,4,,18,28,,,0.01,8.0,65.0,SCT:03 197,30.34,25.31,6.21,24.0,120,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09840809 42960 31203 11022 21079 38572 40274 58003 80002 333 70000 83070 555 11039 29065 31204 41305=,,,,,,,,,,
0,40835299999,2023-01-01T03:30:00,34.28,48.82,1725.0,"MALAYER, IR",FM-15,4,30.36,16,21,,,,,80.0,,,,6.15,,80,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET047METAR OIHM 010000Z 08004KT CAVOK M06/M09 Q1028=,,,,,,,,,,
0,40835499999,2023-01-01T01:30:00,27.12,57.1,27.0,"MINAB, IR",FM-15,4,30.21,43,54,,,,,67.0,,,,,,VRB,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET059METAR OIKO 312200Z AUTO VRB01KT //// // ////// 12/06 Q1023=,,,,,,,,,,
0,40833099999,2023-01-01T00:30:00,30.74545,49.676261,26.82,"AGHAJARI, IR",FM-12,4,,45,49,,,0.01,8.0,86.0,,30.35,30.25,4.35,47.0,330,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08640833 41957 03302 10092 20070 30243 40276 58003 71000 333 70000 555 10082 29086 33605=,,,,,,,,,,
0,40835799999,2023-01-01T05:20:00,34.28,47.12,1322.0,"KERMANSHAH, IR",FM-15,4,30.45,9,14,,,,,79.0,,,,6.15,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET047METAR OIGK 010150Z 00000KT CAVOK M10/M13 Q1031=,,,,,,,,,,
0,40800099999,2023-01-01T00:00:00,32.750721,51.861694,1545.94,"ESFAHAN SHAHID BEHESHTI INTERNATIONAL, IR",FM-15,4,30.39,19,25,,,,,80.0,,,,6.15,,80,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET053METAR OIFM 312030Z 08006KT CAVOK M04/M07 Q1029 A3040=,,,,,,,,,,
0,40831099999,2023-01-01T00:30:00,30.371111,48.228333,3.04,"ABADAN, IR",FM-12,4,,47,53,,,-0.01,3.0,80.0,SCT:03 98,30.36,30.33,3.11,50.0,320,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09840831 41950 33205 10115 20082 30272 40281 53005 71000 83030 333 70000 83360 555 10099 29080 33206=,,,,,,,,,,
0,40829099999,2023-01-01T00:30:00,31.098333,61.543889,496.21,"ZABOL, IR",FM-12,4,,33,46,,,0.03,6.0,60.0,BKN:06 89,30.38,28.66,6.21,40.0,340,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09840829 42960 63406 10078 20004 39706 40289 56010 86070 333 70000 86359 555 10048 29059 33508 40212=,,,,,,,,,,
0,40835599999,2023-01-01T05:20:00,34.35,58.68,1056.0,"GONABAD, IR",FM-15,4,30.27,21,28,,,,,74.0,,,,6.15,,240,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET047METAR OIMD 010150Z 24004KT CAVOK M02/M06 Q1025=,,,,,,,,,,
0,40835199999,2023-01-01T06:30:00,25.867,55.033,7.0,"ABUMUSA ISLAND, IR",FM-12,4,,57,71,,,-0.03,3.0,61.0,FEW:01 20,30.19,30.16,6.21,63.0,10,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN14040890 42560 10104 10218 20139 30215 40223 53009 81600 333 10218 20200 70000 81720 555 10172 29061 66666 00172 10186 20216 30236 50258 90284=,,,,,,,,,,
0,40851099999,2023-01-01T00:30:00,29.4666666,55.7166666,1739.0,"SIRJAN, IR",FM-12,4,,20,26,,,0.01,8.0,76.0,,30.42,24.6,6.21,24.0,10,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08640851 42960 00102 11032 21069 38331 40300 58004 333 70000 555 11042 29076 30803 4////=,,,,,,,,,,
0,40853099999,2023-01-01T00:30:00,29.2333333,56.5666666,2280.0,"BAFT, IR",FM-12,4,,25,31,,,0.01,7.0,79.0,FEW:01 197,30.3,23.04,6.21,29.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09840853 42960 10000 11006 21039 37801 40260 57005 80001 333 70000 81070 555 11018 29078 32103 4////=,,,,,,,,,,
0,40882099999,2023-03-14T21:30:00,26.5,53.9833333,30.0,"KISH ISLAND, IR",FM-12,4,,65,72,,||HZ,0.02,9.0,77.0,,29.88,29.77,4.35,68.0,290,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09240882 11957 02904 10224 20181 30082 40117 50008 60001 70500 333 55103 70000 555 10197 29077=,,,,,,,,,,
0,40854099999,2023-01-01T00:30:00,29.083925,58.450397,940.0,"BAM, IR",FM-12,4,,29,43,,,0.01,8.0,57.0,,30.31,26.69,6.21,37.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08040854 42960 00000 10062 21017 39038 40263 58005 333 70000 555 10031 29057 30103=,,,,,,,,,,
0,40836199999,2023-01-01T00:30:00,27.3666666,52.7333333,8.0,"PERSIAN GULF AIRPORT, IR",FM-15,4,30.21,52,57,,,,,82.0,,,,6.15,,140,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET051METAR OIBP 312100Z 14004KT CAVOK 14/11 Q1023 A3021=,,,,,,,,,,
0,40872099999,2023-01-01T00:30:00,27.8333333,51.9333333,4.0,"BANDAR E DAYYER, IR",FM-12,4,,51,60,,,0.02,7.0,71.0,,30.25,30.23,6.21,55.0,320,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08040872 42960 03203 10156 20103 30238 40243 57006 333 70010 555 10129 29071 33107=,,,,,,,,,,
0,41032099999,2023-06-09T12:00:00,21.3333333,39.9666666,308.0,"ARAFAT, SA",FM-12,4,,43,115,,,,,9.0,FEW:02 39,29.59,28.64,6.21,71.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN06441032 42660 20000 10460 20060 39699 4//// 82400 333 5//// 82640=,,,,,,,,,,
0,40878099999,2023-01-01T00:30:00,27.3333333,62.3333333,1195.0,"SARAVAN, IR",FM-12,4,,29,46,,,0.04,6.0,51.0,FEW:01 98,30.31,26.31,6.21,39.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09840878 42960 10000 10079 21018 38911 40263 56014 81070 333 70000 81360 555 10040 29050 30310 4////=,,,,,,,,,,
0,40821099999,2023-01-01T00:00:00,31.904908,54.276503,1235.65,"YAZD SHAHID SADOOGHI, IR",FM-15,4,30.39,32,36,,,,,87.0,,,,2.49,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET052METAR OIYY 312030Z 00000KT 4000 BR NSC 02/M00 Q1029=,,,,,,,,,,
0,40835099999,2023-01-01T00:30:00,30.337567,50.827964,729.69,"GACHSARAN, IR",FM-12,4,,41,42,,,0.01,8.0,94.0,FEW:01 49 SCT:04 98,30.34,27.82,6.21,42.0,VRB,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09840835 42760 49901 10058 20049 39421 40274 58005 81170 333 70000 81850 84360 555 10054 29094 31205=,,,,,,,,,,
0,40877099999,2023-01-01T00:30:00,27.9666666,57.7,470.0,"KAHNUJ, IR",FM-12,4,,33,50,,,0.01,8.0,51.0,SCT:04 89,30.12,28.5,6.21,42.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09840877 42960 40000 10102 20003 39650 40200 58004 84070 333 70000 84459 555 10061 29050 30704 4////=,,,,,,,,,,
0,40841099999,2023-01-01T00:21:00,30.274444,56.951111,1748.33,"KERMAN, IR",FM-15,4,30.33,23,27,,,,,86.0,,,,6.15,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET053METAR OIKK 312051Z 00000KT CAVOK M03/M05 Q1027 A3033=,,,,,,,,,,
0,40845099999,2023-01-01T06:30:00,29.2666666,50.2666666,3.0,"KHARG, IR",FM-12,4,,50,61,,,-0.01,3.0,67.0,,30.34,30.32,6.21,55.0,340,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN12840845 42960 03406 10160 20099 30268 40273 53005 333 10166 20159 70000 555 10128 29067 66666 00130 10136 20150 3//// 50186 90226=,,,,,,,,,,
0,41031099999,2023-01-01T00:00:00,21.4166666,39.8666666,394.0,"MINA, SA",FM-12,4,,68,74,,,,9.0,82.0,SCT:03 39 SCT:03 98,30.06,28.83,6.21,70.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07041031 42660 50000 10232 20200 39764 40179 83430 333 59005 83640 83360=,,,,,,,,,,
0,40811099999,2023-01-01T00:00:00,31.337444,48.762138,20.11,"AHWAZ, IR",FM-15,4,30.3,43,46,,,,,87.0,,,,3.11,,260,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET051METAR OIAW 312030Z 26002KT 5000 BR NSC 08/06 Q1026=,,,,,,,,,,
0,40898099999,2023-01-01T00:30:00,25.2833333,60.6166666,8.0,"CHAHBAHAR, IR",FM-12,4,,53,65,,,0.04,7.0,64.0,,30.19,30.16,6.21,58.0,350,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08640898 42960 03503 10186 20117 30213 40222 57014 333 70000 555 10148 29064 32405 4////=,,,,,,,,,,
0,40859099999,2023-01-01T00:30:00,28.891756,53.723339,1298.75,"FASA, IR",FM-12,4,,34,34,,,0.01,7.0,100.0,,30.37,25.93,6.21,34.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08040859 42960 00000 10012 20012 38782 40286 57004 333 70014 555 10012 29100 33504=,,,,,,,,,,
0,40883099999,2023-01-01T00:30:00,26.532,54.824847,20.42,"BANDAR LENGEH, IR",FM-12,4,,38,63,,,0.02,8.0,41.0,,30.22,30.15,7.46,51.0,360,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08040883 42962 03603 10170 20036 30209 40232 58007 333 79999 555 10108 29041 31604=,,,,,,,,,,
0,41024099999,2023-01-01T00:00:00,21.679564,39.156536,14.63,"KING ABDULAZIZ INTERNATIONAL, SA",FM-12,4,,68,75,,,,9.0,78.0,SCT:03 39,30.03,29.96,6.21,70.0,340,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN06441024 42660 33404 10240 20200 30146 40170 83500 333 59010 83640=,,,,,,,,,,
0,40856099999,2023-01-01T00:30:00,29.476331,60.906825,1377.69,"ZAHEDAN INTERNATIONAL, IR",FM-12,4,,26,41,,,0.03,6.0,54.0,SCT:03 98,30.29,25.73,6.21,35.0,40,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09840856 42960 40402 10052 21035 38713 40256 56011 83072 333 70000 83360 555 10019 29053 30207 4////=,,,,,,,,,,
0,40893099999,2023-01-01T00:30:00,25.653556,57.79925,5.79,"JASK, IR",FM-12,4,,56,68,,||HZ,0.02,7.0,65.0,,30.19,30.18,4.97,61.0,340,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08640893 41958 03403 10200 20132 30219 40225 57007 70500 333 70000 555 10161 29065 33205=,,,,,,,,,,
0,40848099999,2023-01-01T00:00:00,29.539333,52.589474,1499.61,"SHIRAZ SHAHID DASTGHAIB INTERNATIONAL, IR",FM-15,4,30.33,34,37,,,,,87.0,FEW:02 40,,,3.11,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET060METAR OISS 312030Z 00000KT 5000 BR FEW040 03/01 Q1027 A3034=,,,,,,,,,,
0,41112099999,2023-01-01T00:00:00,18.240367,42.656625,2090.31,"ABHA, SA",FM-12,4,,45,54,,,,9.0,72.0,,,23.6,6.21,49.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN06841112 42960 00000 10120 20070 37993 48563 333 59016 555 04410 50206=,,,,,,,,,,
0,40879099999,2023-01-01T00:30:00,27.236169,60.720033,620.87,"IRAN SHAHR, IR",FM-12,4,,48,55,,,0.01,8.0,79.0,BKN:06 98,30.27,28.24,7.46,51.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09840879 42962 60000 10126 20091 39564 40250 58003 86070 333 70000 86360 555 10108 29079 32404 4////=,,,,,,,,,,
0,41136099999,2023-01-01T00:00:00,17.466875,47.121431,720.24,"SHARURAH, SA",FM-12,4,,43,60,,,,9.0,52.0,,30.2,27.77,6.21,51.0,60,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN05241136 42960 00608 10158 20060 39403 40226 333 59006=,,,,,,,,,,
0,40858099999,2023-01-01T00:30:00,28.944811,50.834637,20.72,"BUSHEHR, IR",FM-12,4,,47,58,,||HZ,0.01,7.0,67.0,,30.31,30.28,4.97,52.0,360,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08640858 41958 03604 10147 20086 30255 40263 57003 70500 333 70000 555 10117 29067 33306=,,,,,,,,,,
0,41084099999,2023-01-01T00:00:00,19.98435,42.620881,1184.75,"BISHA, SA",FM-12,4,,54,56,,,,9.0,91.0,,,26.29,4.97,55.0,300,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07441084 41958 03004 10135 20120 38903 48546 71000 333 59048 555 04410 50211=,,,,,,,,,,
0,41140099999,2023-01-01T00:00:00,16.901111,42.585833,6.09,"KING ABDULLAH BIN ABDULAZIZ, SA",FM-12,4,,70,77,,,,9.0,78.0,,30.04,30.01,6.21,72.0,90,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN05241140 42960 00903 10251 20210 30161 40173 333 59006=,,,,,,,,,,
0,41167099999,2023-01-01T00:00:00,25.4,50.75,5.0,"DUKHAN, QA",FM-12,4,,55,65,,,,9.0,69.0,,30.29,30.28,12.43,59.0,330,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN05241167 44/70 /3310 10185 20126 30255 40257 333 59005=,,,,,,,,,,
0,41160099999,2023-01-01T00:00:00,26.15,51.2,6.0,"AI RUWAIS, QA",FM-12,4,,54,67,,,,9.0,63.0,,30.28,30.28,12.43,60.0,330,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN05241160 44/70 /3306 10194 20122 30253 40255 333 59007=,,,,,,,,,,
0,41055099999,2023-01-01T00:00:00,20.296139,41.634277,1672.13,"AL BAHA, SA",FM-12,4,,54,55,,,,9.0,96.0,,,24.85,6.21,54.0,160,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN06841055 42960 01605 10126 20120 38414 48563 333 59018 555 04410 50218=,,,,,,,,,,
0,41036099999,2023-01-01T00:00:00,21.483418,40.544334,1477.67,"TAIF, SA",FM-12,4,,52,57,,,,9.0,83.0,SCT:03 79,,25.42,6.21,54.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08041036 42960 30000 10138 20110 38607 48556 83020 333 59005 83458 555 04410 50189=,,,,,,,,,,
0,41061099999,2023-01-01T00:00:00,20.504275,45.199556,628.49,"WADI AL DAWASIR, SA",FM-12,4,,37,57,,,,9.0,47.0,SCT:03 79,30.22,28.1,6.21,47.0,110,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN06441061 42960 31108 10141 20030 39517 40232 83020 333 59035 83458=,,,,,,,,,,
0,41242099999,2023-01-01T01:00:00,25.6166666,56.25,10.0,"DIBA, MU",FM-12,4,,60,64,,,,,89.0,,30.25,30.17,,62.0,190,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07641242 26/// /1902 10177 20158 30218 40244 333 0E016 55300 25022 59016 70000=,,,,,,,,,,
0,41128099999,2023-01-01T00:00:00,17.611436,44.419169,1213.71,"NEJRAN, SA",FM-12,4,,43,55,,,,9.0,64.0,,,26.24,6.21,49.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN06841128 42960 00000 10128 20060 38887 48587 333 59011 555 04410 50237=,,,,,,,,,,
0,41150099999,2023-01-01T00:00:00,26.270834,50.63361,1.82,"BAHRAIN INTERNATIONAL, BA",FM-12,4,,54,65,,,,9.0,68.0,FEW:01 128,30.3,,7.46,,320,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN05841150 42962 23204 10182 20121 40261 81051 333 59001 81663=,,,,,,,,,,
0,41114099999,2023-01-01T00:00:00,18.297286,42.803536,2065.93,"KING KHALED AB, SA",FM-12,4,,46,52,,,,9.0,80.0,,,23.71,6.21,49.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN06841114 42960 00000 10113 20080 38028 48565 333 59016 555 04410 50210=,,,,,,,,,,
0,40875099999,2023-01-01T00:00:00,27.218169,56.377875,6.7,"BANDAR ABBASS INTERNATIONAL, IR",FM-15,4,30.21,39,54,,,,,58.0,,,,6.15,,310,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET051METAR OIKB 312030Z 31004KT CAVOK 12/04 Q1023 A3021=,,,,,,,,,,
