,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,SOURCE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySkyConditions,HourlySeaLevelPressure,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,Sunrise,Sunset,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,AWND,CDSD,CLDD,DSNW,HDSD,HTDD,DYTS,DYHF,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,REM,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,WindEquipmentChangeDate
0,60178099999,2023-01-01T07:00:00,32.8666666,-6.9666666,781.0,"KHOURIBGA, MO",FM-12,4,,40,49,,,0.01,6.0,71.0,SCT:04 98,,27.6,6.21,45.0,330,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN004BUFR,,,,,,,,,,
0,60107099999,2023-01-01T00:00:00,35.177103,-3.839525,27.12,"CHERIF EL IDRISSI, MO",FM-15,4,30.3,43,48,,,,,82.0,BKN:07 80,,,6.21,,VRB,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET057METAR GMTA 312300Z VRB02KT 9999 BKN080 09/06 Q1026 NOSIG=,,,,,,,,,,
0,60155099999,2023-01-01T07:00:00,33.556981,-7.660492,61.87,"ANFA, MO",FM-12,4,,42,57,,,0.01,5.0,57.0,FEW:01 10 SCT:03 98,30.22,29.92,4.97,50.0,200,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN10060155 02458 52006 10140 20056 30131 40232 55003 60004 81632 333 20139 60007 81710 83360 91006 91110=,,,,,,,,,,
0,60185099999,2023-01-01T07:00:00,32.2833333,-9.2333333,45.0,"SAFI, MO",FM-12,4,,43,51,,,,,76.0,,30.23,30.06,,47.0,100,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN10660185 03/// /1002 10103 20062 30178 40238 5//// 60004 8//// 333 20102 55045 20742 60007 8//// 910// 91104=,,,,,,,,,,
0,60200199999,2023-03-14T18:00:00,34.983,-3.017,179.0,"ARWI, MO",FM-15,4,30.06,37,66,,,,,35.0,,,,6.15,,330,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET051METAR GMMW 141700Z 33012KT CAVOK 19/03 Q1018 NOSIG=,,,,,,,,,,
0,60001099999,2023-01-01T00:00:00,27.814847,-17.887056,31.39,"HIERRO, SP",FM-12,4,,60,68,,,0.01,9.0,76.0,,30.19,30.07,,63.0,200,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN06460001 06/// /2010 10201 20157 30184 40222 50004 60001 333 60007=,,,,,,,,,,
0,60190099999,2023-01-01T01:00:00,32.5333333,-6.2833333,518.0,"KASBA TADLA, MO",FM-12,4,,,,,,,,,,30.29,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07460190 06/// 10083 29747 40259 60001 333 60007 555 00075 55300 20000 60005=,,,,,,,,,,
0,60005099999,2023-01-01T00:00:00,28.626478,-17.755611,32.61,"LA PALMA, SP",FM-12,4,,,67,,,-0.01,0.0,,,30.13,30.02,,,180,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN004BUFR,,,,,,,,,,
0,60195099999,2023-01-01T07:00:00,32.6833333,-4.7333333,1515.0,"MIDELT, MO",FM-12,4,,15,40,,,,,35.0,SCT:03 98,,25.35,4.97,31.0,180,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN11860195 02958 31802 10045 21097 38585 48596 5//// 60004 83030 333 20039 30/// 55031 20495 60007 83360 91002 91106 95000=,,,,,,,,,,
0,60015099999,2023-01-01T00:00:00,28.482653,-16.341536,631.85,"TENERIFE NORTE, SP",FM-12,4,,57,57,,,0.0,9.0,99.0,,30.22,28.11,1.86,57.0,130,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN06460015 06/30 /1304 10141 20139 39518 40232 50001 60001 333 60007=,,,,,,,,,,
0,60205199999,2023-01-01T01:00:00,32.1249,-7.878,436.0,"BEN GUERIR AIR BASE, MO",FM-12,4,,40,52,,,0.01,7.0,62.0,SCT:03 98 SCT:04 197,30.33,28.78,6.21,46.0,140,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN004BUFR,,,,,,,,,,
0,60200099999,2023-01-01T07:00:00,32.5666666,-1.95,1143.0,"BOUARFA, MO",FM-15,4,30.42,21,43,,,,,42.0,,,,6.15,,180,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET052METAR GMFB 010600Z 18002KT CAVOK 06/M06 Q1030 NOSIG=,,,,,,,,,,
0,60250099999,2023-01-01T07:00:00,30.381353,-9.546311,27.12,"INEZGANE, MO",FM-12,4,,35,49,,,,,57.0,,30.25,30.15,6.21,43.0,100,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN004BUFR,,,,,,,,,,
0,60115099999,2023-01-01T00:00:00,34.78715,-1.923986,467.86,"ANGADS, MO",FM-15,4,30.33,19,57,,,,,23.0,,,,6.15,,220,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET052METAR GMFO 312300Z 22010KT CAVOK 14/M07 Q1027 NOSIG=,,,,,,,,,,
0,60253099999,2023-01-01T04:00:00,30.5,-8.8166666,266.0,"TAROUDANT, MO",FM-12,4,,36,59,,,,,42.0,,30.26,29.33,,48.0,90,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN004BUFR,,,,,,,,,,
0,60150099999,2023-01-01T00:00:00,33.879067,-5.515125,576.07,"BASSATINE, MO",FM-15,4,30.33,37,50,,,,,62.0,,,,,,160,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET039METAR GMFM 312300Z 16007KT 10/03 Q1027=,,,,,,,,,,
0,60270099999,2023-01-01T01:00:00,29.6833333,-9.7333333,261.0,"TIZNIT, MO",FM-12,4,,15,63,,,-0.0,0.0,15.0,,30.27,29.35,,44.0,190,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN004BUFR,,,,,,,,,,
0,60035099999,2023-01-01T00:00:00,28.452717,-13.863761,25.29,"FUERTEVENTURA, SP",FM-12,4,,55,63,,,0.0,8.0,75.0,,30.23,30.12,16.78,58.0,280,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN06460035 05/77 /2805 10173 20128 30200 40236 58001 60001 333 60007=,,,,,,,,,,
0,60275099999,2023-01-01T00:00:00,30.3166667,-5.8666667,729.0,"ZAGORA, MO",FM-15,4,30.42,19,54,,,,,26.0,,,,6.15,,VRB,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET059METAR GMAZ 312300Z AUTO 14004KT 090V180 CAVOK 12/M07 Q1030=,,,,,,,,,,
0,60191099999,2023-01-01T01:00:00,32.3666666,-6.4,472.0,"BENI MELLAL, MO",FM-12,4,,42,46,,,0.03,7.0,87.0,,30.29,28.66,,44.0,170,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN10460191 06/// /1702 10077 20057 39707 40257 57010 60001 333 60007 91004 91105 555 00087 55300 20000 60005=,,,,,,,,,,
0,60040099999,2023-01-01T00:00:00,28.945464,-13.605225,14.32,"LANZAROTE, SP",FM-12,4,,54,64,,,0.0,8.0,72.0,FEW:01 164,30.23,30.16,18.64,58.0,20,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN004BUFR,,,,,,,,,,
0,60030099999,2023-01-01T00:00:00,27.931886,-15.386586,23.77,"GRAN CANARIA, SP",FM-12,4,,60,64,,,0.0,9.0,86.0,,30.21,30.05,9.94,62.0,210,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07060030 02966 02104 10177 20153 30175 40231 50000 60001 80000 333 60007=,,,,,,,,,,
0,60135099999,2023-01-01T00:00:00,34.051467,-6.751519,84.12,"SALE, MO",FM-15,4,30.27,45,55,,,,,67.0,,,,3.73,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET054METAR GMME 312300Z 00000KT 6000 NSC 13/07 Q1025 NOSIG=,,,,,,,,,,
0,60025099999,2023-01-01T00:00:00,28.044475,-16.572489,63.7,"TENERIFE SUR, SP",FM-12,4,,60,63,,,0.0,9.0,89.0,FEW:01 15,30.22,29.95,12.43,61.0,340,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07060025 02470 13405 10171 20153 30141 40232 50000 60001 81100 333 60007=,,,,,,,,,,
0,60265099999,2023-01-01T00:00:00,30.939053,-6.909431,1153.05,"OUARZAZATE, MO",FM-15,4,30.39,23,45,,,,,42.0,FEW:02 30 SCT:04 100,,,6.21,,320,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET065METAR GMMZ 312300Z 32003KT 9999 FEW030 SCT100 07/M05 Q1029 NOSIG=,,,,,,,,,,
0,60280099999,2023-01-01T00:00:00,29.0166666,-10.0666666,341.0,"GUELMIN, MO",FM-15,4,30.27,21,61,,,,,22.0,,,,6.15,,80,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET046METAR GMAG 312300Z 08005KT CAVOK 16/M06 Q1025=,,,,,,,,,,
0,60355099999,2023-01-01T07:00:00,36.9333333,6.95,7.0,"SKIKDA, AG",FM-12,4,,40,56,,,0.01,5.0,56.0,,30.3,,6.21,,190,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07660355 11960 01910 10131 20045 40260 55002 60004 700// 333 0//00 20126 95990=,,,,,,,,,,
0,60220099999,2023-01-01T00:00:00,31.399181,-9.682992,128.02,"ESSAOUIRA, MO",FM-15,4,30.27,39,55,,,,,55.0,,,,4.97,,60,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET059METAR GMMI 312300Z AUTO 06004KT 8000 NSC 13/04 Q1025 NOSIG=,,,,,,,,,,
0,60369099999,2023-01-01T01:00:00,36.7666666,3.1,12.0,"ALGER PORT, AG",FM-12,4,,41,67,,,0.02,7.0,38.0,BKN:05s,30.29,,6.21,,200,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN004BUFR,,,,,,,,,,
0,60387099999,2023-01-08T07:00:00,36.9166666,3.95,8.0,"DELLYS, AG",FM-12,4,,40,49,,,0.01,5.0,71.0,FEW:02 226,30.22,,12.43,,220,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN08260387 11970 22204 10094 20044 40233 55004 60004 700// 80002 333 00600 20090 82073=,,,,,,,,,,
0,60371099999,2023-01-01T04:00:00,36.7833333,3.0333333,171.91,"OUED KORICHE, AG",FM-12,4,,38,57,,,,,50.0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN03060371 36/// /0000 10138 20035=,,,,,,,,,,
0,60285099999,2023-01-01T07:00:00,28.448194,-11.161347,199.03,"PLAGE BLANCHE, MO",FM-12,4,,24,59,0.0,,,,26.0,SCT:03 98,30.21,29.53,4.97,44.0,130,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09460285 02958 31308 10152 21042 39999 40229 5//// 60004 83030 333 20147 60005 83360 91010 91111=,,,,,,,,,,
0,60373099999,2023-01-01T04:00:00,36.7,2.8833333,70.1,"MEHELMA, AG",FM-12,4,,35,61,,,,,37.0,,,,,,240,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN03060373 36/// /2402 10162 20015=,,,,,,,,,,
0,60101099999,2023-01-01T00:00:00,35.726917,-5.916889,18.89,"IBN BATOUTA, MO",FM-15,4,30.27,50,55,,,,,82.0,,,,6.15,,70,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET051METAR GMTT 312300Z 07005KT CAVOK 13/10 Q1025 NOSIG=,,,,,,,,,,
0,60374099999,2023-01-01T04:00:00,36.7833333,2.8833333,33.0,"AIN BENAIN, AG",FM-12,4,,39,53,,,,,60.0,,,,,,310,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN03060374 36/// /3103 10115 20039=,,,,,,,,,,
0,60156099999,2023-01-01T00:00:00,33.367467,-7.589967,199.94,"MOHAMMED V, MO",FM-15,4,30.3,46,54,,,,,77.0,,,,6.15,,140,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET051METAR GMMN 312300Z 14004KT CAVOK 12/08 Q1026 NOSIG=,,,,,,,,,,
0,60210099999,2023-01-01T00:00:00,31.9475,-4.398333,1044.85,"MOULAY ALI CHERIF, MO",FM-15,4,30.47,16,48,,,,,27.0,,,,6.15,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET052METAR GMFK 312300Z 00000KT CAVOK 09/M09 Q1032 NOSIG=,,,,,,,,,,
0,60381099999,2023-01-01T04:00:00,36.7166666,3.15,51.0,"EL HARRACH, AG",FM-12,4,,41,53,,,,,65.0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN03060381 36/// /0000 10114 20051=,,,,,,,,,,
0,60410099999,2023-01-18T19:00:00,36.5,1.3333333,18.0,"TENES, AG",FM-12,4,,40,56,,,-0.06,3.0,55.0,SCT:04 20,29.87,,12.43,,360,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN004BUFR,,,,,,,,,,
0,60376099999,2023-01-01T04:00:00,36.7833333,3.25,58.0,"BORDJ EL BAHRI, AG",FM-12,4,,37,55,,,,,51.0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN03060376 36/// /0000 10128 20028=,,,,,,,,,,
0,60379099999,2023-01-01T04:00:00,36.7666666,3.3333333,162.15,"REGHAIA, AG",FM-12,4,,39,56,,,,,52.0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN03060379 46/// /0000 10133 20037=,,,,,,,,,,
0,60405099999,2023-01-02T13:00:00,36.5,7.7166666,111.0,"BOUCHEGOUF, AG",FM-12,4,,35,71,,,0.05,8.0,27.0,,30.2,,12.43,,220,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN06460405 12970 02206 10216 20019 40228 58018 60001 333 0//00 95900=,,,,,,,,,,
0,60141099999,2023-01-01T00:00:00,33.927261,-4.977958,579.12,"SAISS, MO",FM-15,4,30.33,30,54,,,,,41.0,,,,6.15,,200,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET052METAR GMFF 312300Z 20007KT CAVOK 12/M01 Q1027 NOSIG=,,,,,,,,,,
0,60394099999,2023-01-01T04:00:00,36.6833333,3.1,124.36,"BARAKI, AG",FM-12,4,,43,45,,,,,92.0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN03060394 36/// /0000 10075 20062=,,,,,,,,,,
0,60351099999,2023-01-01T00:00:00,36.795136,5.873608,10.97,"FERHAT ABBAS AIRPORT, AG",FM-15,4,30.36,45,48,,,,,87.0,,,,6.15,,VRB,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET045METAR DAAV 312300Z VRB02KT CAVOK 09/07 Q1028=,,,,,,,,,,
0,60318099999,2023-01-01T00:00:00,35.594333,-5.320019,3.04,"SANIAT RMEL, MO",FM-15,4,30.3,45,48,,,,,87.0,,,,4.35,,80,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET054METAR GMTN 312300Z 08003KT 7000 NCD 09/07 Q1026 NOSIG=,,,,,,,,,,
0,60395099999,2023-01-01T07:00:00,36.7,4.1333333,153.0,"TIZI OUZOU, AG",FM-12,4,,44,50,,,0.01,5.0,81.0,,30.44,,6.21,,140,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07660395 11960 01407 10099 20067 40308 55002 60004 700// 333 00600 20096 95990=,,,,,,,,,,
0,60403099999,2023-01-01T07:00:00,36.4666666,7.4666666,228.0,"GUELMA, AG",FM-12,4,,36,39,,,0.02,7.0,89.0,,30.39,,7.46,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07660403 11962 00000 10040 20023 40291 57006 60004 700// 333 00100 20037 95990=,,,,,,,,,,
0,60340099999,2023-01-01T00:00:00,34.9833333,-3.0166666,177.0,"NADOR AROUI, MO",FM-15,4,30.33,32,46,,,,,57.0,,,,6.15,,240,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET052METAR GMMW 312300Z 24004KT CAVOK 08/M00 Q1027 NOSIG=,,,,,,,,,,
0,60417099999,2023-01-01T07:00:00,36.3833333,3.8833333,560.0,"BOUIRA, AG",FM-12,4,,31,41,,,0.01,5.0,67.0,,30.4,,5.59,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN07660417 11959 00000 10051 21006 40295 55003 60004 700// 333 00100 20050 95990=,,,,,,,,,,
0,60415099999,2023-01-01T07:00:00,36.2833333,3.6666666,752.0,"AIN BESSAM, AG",FM-12,4,,32,48,,,0.01,5.0,55.0,FEW:01 197,,27.83,9.32,41.0,180,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09460415 11965 11807 10088 20001 39424 48601 55003 60004 700// 80002 333 00300 20083 81070 95990=,,,,,,,,,,
0,60230099999,2023-01-01T00:00:00,31.606886,-8.0363,467.86,"MENARA, MO",FM-15,4,30.3,39,57,,,,,51.0,SCT:04 100,,,6.21,,VRB,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET057METAR GMMX 312300Z VRB02KT 9999 SCT100 14/04 Q1026 NOSIG=,,,,,,,,,,
0,60421099999,2023-01-01T07:00:00,35.8666666,7.1166666,891.0,"OUM EL BOUAGHI, AG",FM-12,4,,30,39,,,-0.01,3.0,71.0,FEW:01 197,,27.33,6.21,35.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN09460421 11960 10000 10038 21011 39254 48589 53002 60004 700// 80002 333 05400 20002 81070 95990=,,,,,,,,,,
0,60423099999,2023-01-01T07:00:00,36.25,7.95,831.0,"SOUK AHRAS, AG",FM-12,4,,35,47,,,0.0,5.0,64.0,,,27.5,9.32,42.0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYN004BUFR,,,,,,,,,,
0,60252099999,2023-01-01T00:00:00,30.324997,-9.413067,76.2,"AL MASSIRA, MO",FM-15,4,30.24,39,63,,,,,42.0,,,,6.15,,140,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MET051METAR GMAD 312300Z 14004KT CAVOK 17/04 Q1024 NOSIG=,,,,,,,,,,
